,,Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
1595,10,18.3,0,0.4,31.02,3.59,35,330.1
1596,11,21.1,0,0.41,30.53,2.95,35.6,395.3
1597,12,16.7,0,0.56,28.1,3.02,30,469
1598,13,20,0,0.45,30.54,3.71,35.6,506.6
1599,14,20,1.5,0.43,31.12,2.84,36.1,562.5
1600,15,20.6,0,0.4,31.41,3.3,36.7,613.5
1601,16,21.1,0,0.34,30.71,3.05,38.3,675.9
1602,17,21.7,0,0.36,30.47,3.84,38.9,726.3
1603,18,20,0,0.31,31.6,3.54,39.4,728
1604,19,17.8,7.5,0.3,32.26,4.39,37.2,678.7
1605,20,18.9,2,0.23,32.35,4.6,30,655.3
1606,21,16.7,0,0.21,32.53,4.57,32.2,498.8
1607,22,17.8,0,0.25,32.27,4.14,30,426.5
1608,23,15.6,0,0.27,31.77,3.85,29.4,395.3
1609,24,16.1,0,0.28,31.54,4.07,32.2,345
1610,25,17.2,0,0.22,31.98,4.09,34.4,310.3
1611,26,15.6,0,0.19,32.07,3.8,30,264.7
1612,27,17.8,0,0.19,32.57,3.61,36.1,248.8
1613,28,18.9,0,0.23,32.58,4.13,37.8,274.9
1614,29,18.9,0,0.19,32.83,4.25,38.9,349.3
1615,30,20,0,0.2,32.53,4.2,38.3,393.9
1616,31,21.1,0,0.21,32.27,3.96,38.9,457.7
1617,1,22.2,0,0.25,31.86,3.74,39.4,525.7
1618,2,22.8,0,0.28,31.65,3.94,40,590.7
1619,3,22.2,0,0.25,31.8,3.73,40.6,635.5
1620,4,21.1,0,0.26,31.63,3.85,40,636.9
1621,5,21.7,0,0.25,31.91,3.51,40.6,605
1622,6,21.1,0,0.24,31.68,3.83,41.1,648.2
1623,7,23.3,0,0.22,31.39,4.58,40,683
1624,8,22.2,0,0.23,31.93,3.6,40.6,718.7
1625,9,14.4,0,0.21,32.2,4.02,43.3,779.5
1626,10,14.4,0,0.21,32.27,3.48,46.7,869.3
1627,11,15.6,0,0.3,31.34,3.47,44.4,953.3
1628,12,14.4,0,0.39,28.46,2.68,43.3,1027
1629,13,18.9,0,0.55,26.02,3.02,41.1,914.8
1630,14,21.1,3.2,0.74,9.88,2.62,37.8,883
1631,15,25.6,0,0.64,24.28,3.07,38.9,872.4
1632,16,26.7,0,0.46,31.89,2.89,40,864.2
1633,17,16.1,0,0.5,30.81,3.21,40.6,888.7
1634,18,21.1,8.5,0.51,31.38,3.09,37.8,908
1635,19,20,3,0.44,31.6,3.26,36.7,820.3
1636,20,19.4,2,0.4,31.54,3.35,32.2,805
1637,21,16.7,14,0.51,31.08,2.56,34.4,768
1638,22,16.7,4.5,0.4,31.09,3.82,22.2,624.9
1639,23,15.6,14,0.44,30.66,3.53,18.9,513.6
1640,24,16.7,0,0.37,30.55,4.23,32.2,441.4
1641,25,17.8,0,0.4,28.54,3.3,33.9,391.1
1642,26,23.3,0,0.49,29.59,2.67,35.6,401
1643,27,23.9,0,0.6,28.8,2.42,36.7,459.1
1644,28,23.9,0,0.62,27,2.38,36.1,495.2
1645,29,24.4,0,0.57,26.4,2.9,35.6,548.4
1646,30,23.9,0,0.58,29.55,2.58,36.7,604.3
1647,1,24.4,0,0.66,28.09,1.93,35.6,642.6
1648,2,21.1,10,0.67,29.21,2.36,33.9,662.4
1649,3,20,0,0.71,28.71,2.16,36.1,655.3
1650,4,21.1,8.5,0.8,23.37,1.71,31.1,694.3
1651,5,21.7,0,0.78,27.98,1.99,31.7,730.6
1652,6,23.3,3,0.77,27.04,1.74,31.1,762.9
1653,7,22.2,0.5,0.78,28.08,1.85,33.3,792.8
1654,8,23.9,0,0.8,26.98,1.63,32.2,817.3
1655,9,21.1,50,0.82,24.69,1.89,30,858.1
1656,10,22.2,0,0.81,25.05,1.86,28.9,843.8
1657,11,22.8,0,0.79,16.31,1.84,32.8,822.4
1658,12,21.1,1,0.8,16.06,2.2,31.1,796.9
1659,13,21.7,0,0.84,13.33,1.22,32.2,751
1660,14,21.7,32,0.92,3.39,1.02,33.9,729.7
1661,15,23.3,1,0.92,9.97,1.56,34.4,757.8
1662,16,24.4,0,0.86,22.46,1.85,33.3,812.2
1663,17,21.7,0,0.83,8.7,1.94,33.9,857.1
1664,18,23.9,1.5,0.72,26.29,2.1,36.7,938.6
1665,19,22.2,0,0.68,28.47,2.99,28.9,892.1
1666,20,21.7,13.5,0.81,12.91,3.56,33.9,825.4
1667,21,22.2,0.5,0.82,8.41,1.88,32.2,876.5
1668,22,21.7,1.5,0.81,25.75,1.72,31.1,863.2
1669,23,21.1,6.5,0.75,27.64,2.23,30,908
1670,24,23.3,8.2,0.82,24.94,1.94,30.6,953.3
1671,25,22.2,0.5,0.93,7.78,1.15,30,998.7
1672,26,23.3,0,0.86,15.36,1.91,33.9,928.4
1673,27,23.3,0,0.88,5.48,1.7,35,820.3
1674,28,20,9,0.79,21.65,1.85,26.7,805
1675,29,19.4,8,0.77,16.56,2.09,27.2,799.9
1676,30,21.1,0,0.74,22.38,2.64,33.3,691.5
1677,31,21.7,58,0.78,13.42,2.28,33.9,720.4
1678,1,21.7,7,0.68,21.38,1.8,34.4,708.5
1679,2,23.3,0.5,0.69,9.56,2.32,32.8,708.5
1680,3,21.1,18,0.79,25.12,1.87,30,825.4
1681,4,22.2,12,0.86,20.16,2.43,24.4,799.9
1682,5,21.7,0,0.88,16.5,2.06,30.6,820.3
1683,6,22.8,0,0.93,5.85,1.66,31.1,874.4
1684,7,21.7,0.4,0.87,25.92,2.6,33.3,866.3
1685,8,21.1,12,0.87,26,1.83,29.4,845.9
1686,9,20,46,0.91,23.34,2.11,22.2,931.8
1687,10,18.9,5.2,0.86,21.41,1.91,24.4,826.5
1688,11,22.2,4,0.88,17.6,2.07,32.8,795.9
1689,12,21.7,0.5,0.92,11.78,1.24,30,815.2
1690,13,22.2,0.8,0.95,11.6,1.58,30.6,793.8
1691,14,21.1,1,0.92,5.04,3.26,29.4,774.8
1692,15,21.7,0.5,0.87,21.29,2.68,27.8,807.1
1693,16,22.8,0,0.83,25.35,2.96,32.2,756.9
1694,17,22.2,4.6,0.77,26.21,3.87,34.4,723.8
1695,18,21.7,0,0.82,25.97,1.63,33.9,695.7
1696,19,22.8,1,0.84,22.89,1.75,34.4,675.9
1697,20,22.8,0,0.82,22.08,1.66,32.2,675.2
1698,21,21.1,0,0.82,10.49,1.39,31.7,656
1699,22,21.7,0.4,0.79,17.63,1.68,30.6,687.9
1700,23,21.7,0,0.69,26.25,1.97,32.2,690.8
1701,24,22.8,0,0.59,25.86,3.1,33.3,660.3
1702,25,22.2,0,0.56,25.86,2.73,35,649
1703,26,21.7,24,0.67,17.41,1.94,33.9,684.4
1704,27,21.7,0,0.91,1.78,2.45,29.4,707.6
1705,28,21.1,16.5,0.88,5.02,3.23,32.2,691.5
1706,29,21.7,1.7,0.78,14.21,1.96,23.9,663.8
1707,30,20,17.5,0.53,26.03,3.2,27.8,620.6
1708,31,18.9,5.5,0.76,24.13,1.67,23.3,654.6
1709,1,17.2,7.5,0.86,4.5,1.25,28.9,602.9
1710,2,18.9,0,0.76,19.11,1.73,32.2,539.9
1711,3,17.8,10,0.75,24.36,2.28,30,508
1712,4,17.2,24,0.7,24.12,2.7,25.6,509.4
1713,5,17.8,47,0.64,24.51,2.57,21.1,812.2
1714,6,17.8,0.5,0.54,24.8,3.24,28.3,901.2
1715,7,18.9,0,0.42,25.16,3.55,31.7,658.2
1716,8,18.3,6,0.34,24.93,3.87,28.9,562.5
1717,9,20,4.8,0.38,24.86,4.09,29.4,527.1
1718,10,19.4,0.5,0.46,24.48,3.65,31.1,507.3
1719,11,21.1,7.84,0.46,24.4,3.55,32.8,496.6
1720,12,16.7,4,0.47,24.35,3.2,24.4,484.6
1721,13,17.2,0,0.43,24.15,3.9,31.1,457.7
1722,14,16.7,0,0.54,23.85,2.93,32.2,418
1723,15,18.9,0,0.63,23.46,2.39,31.7,386.8
1724,16,17.2,0,0.66,23.02,2.75,31.1,372.7
1725,17,16.1,0,0.63,23.21,2.86,32.8,352.8
1726,18,16.1,0,0.61,22.98,2.61,33.3,328.7
1727,19,17.2,0,0.73,21.56,2.87,32.8,310.3
1728,20,18.9,0,0.75,21.96,2.57,32.2,294.7
1729,21,17.8,0,0.59,22.35,3.48,32.8,294
1730,22,16.7,0,0.66,22.28,3.64,33.3,287.6
1731,23,16.1,0,0.62,22.27,3.69,32.2,286.9
1732,24,20,0,0.52,22.31,3.69,32.8,280.6
1733,25,17.2,0,0.47,22.1,3.52,33.3,273.5
1734,26,16.7,0,0.51,21.67,2.87,32.8,273.5
1735,27,17.2,0,0.42,21.76,3.43,32.2,267.8
1736,28,17.8,0,0.41,21.92,4.25,31.1,259
1737,29,17.8,0,0.4,21.82,3.76,30,249.9
1738,30,17.2,0,0.44,21.38,3.82,30.6,243.7
1739,1,16.7,0,0.46,21.37,3.1,32.2,243.7
1740,2,15.6,0,0.41,21.32,3.29,31.7,238
1741,3,16.1,0,0.52,20.83,2.85,30.6,232.4
1742,4,15.6,0,0.37,20.73,4.29,31.1,226.7
1743,5,14.4,0,0.35,20.77,3.81,32.2,221
1744,6,14.4,0,0.23,20.94,3.98,31.1,214.8
1745,7,13.3,0,0.27,20.76,3.92,30.6,209.7
1746,8,15.6,0,0.27,20.22,3.47,32.2,209.1
1747,9,17.8,0,0.42,18.2,3.25,31.7,204
1748,10,17.2,0,0.28,19.95,3.44,32.8,204
1749,11,16.7,0,0.3,20.02,3.28,31.1,204
1750,12,15.6,0,0.24,19.69,3.97,30.6,203.5
1751,13,13.9,0,0.42,16.03,3.43,31.1,198.4
1752,14,15.6,0,0.31,17.78,3.59,31.7,197.8
1753,15,15,0,0.3,19.43,3.93,32.2,192.1
1754,16,14.4,0,0.19,19.74,4.83,30,187
1755,17,13.3,0.2,0.23,19.67,3.99,18.9,186.5
1756,18,14.4,0,0.29,18.2,3.54,29.4,181.4
1757,19,17.8,0,0.26,18.94,4.29,30,181.4
1758,20,16.7,0,0.21,19.22,4.68,27.8,180.8
1759,21,11.1,1.5,0.42,18.75,4.9,25.6,175.7
1760,22,12.2,0,0.44,18.11,3.79,26.7,175.1
1761,23,13.3,0,0.53,17.12,3.06,27.8,170
1762,24,11.1,0,0.51,16.83,4.22,26.7,169.5
1763,25,10,0,0.47,17.48,3.99,27.8,163.8
1764,26,11.1,0,0.32,18,4.31,28.9,158.1
1765,27,10,0,0.35,17.65,4.63,27.8,153
1766,28,10,0,0.29,17.66,3.77,30,152.7
1767,29,11.1,0,0.25,17.66,4.31,26.7,149.9
1768,30,11.1,0,0.28,17.51,4.46,27.8,147.1
1769,31,13.3,0,0.3,17.25,4.58,26.7,144.5
1770,1,11.1,0,0.33,17.14,4.89,21.1,144.2
1771,2,10.6,0,0.33,17.17,4.77,24.4,141.7
1772,3,10,0,0.35,17.07,4.47,28.9,141.7
1773,4,10,0,0.41,16.73,4.31,29.4,141.4
1774,5,9.4,0,0.37,16.73,4.74,28.3,138.9
1775,6,10.6,0,0.34,16.89,4.14,26.7,138.9
1776,7,10,0,0.25,16.86,4.64,27.2,138.9
1777,8,9.4,0,0.17,16.69,3.46,27.8,138.6
1778,9,8.9,0,0.33,16.23,3.69,27.2,136
1779,10,8.3,0,0.43,15.71,3.8,26.7,136
1780,11,8.3,0,0.38,15.71,4.43,27.8,136
1781,12,8.9,0,0.32,16.03,4.14,27.2,136
1782,13,10,0,0.27,16.11,3.92,27.8,136
1783,14,10,0,0.23,16.11,4.27,28.9,136
1784,15,10,0,0.35,15.83,4.51,27.2,136
1785,16,7.8,0,0.39,15.76,4.71,27.8,135.7
1786,17,7.8,0,0.39,15.78,4.76,26.7,133.2
1787,18,8.9,3.2,0.44,15.79,4.44,22.2,133.2
1788,19,6.7,0,0.38,15.59,4.18,21.1,133.2
1789,20,6.1,0,0.36,15.43,3.67,25.6,132.9
1790,21,6.7,0,0.62,13.65,3.31,24.4,130.4
1791,22,5.6,0,0.58,12.84,4.45,25,130.4
1792,23,5,0,0.53,15,4.71,23.3,130.4
1793,24,5,0,0.42,15.2,4.88,22.8,130.4
1794,25,5.6,0,0.43,15,4.49,23.9,130.1
1795,26,4.4,0,0.42,14.87,4.73,22.2,127.5
1796,27,5.6,0,0.4,14.83,5.14,22.8,127.5
1797,28,5,4,0.44,14.6,3.09,21.1,127.5
1798,29,5.6,0,0.49,14.47,3.85,20.6,127.5
1799,30,6.1,0,0.46,13.93,2.95,18.9,127.2
1800,1,4.4,0,0.54,12.79,2.49,20.6,124.7
1801,2,3.9,0,0.38,14.27,4.42,21.1,124.7
1802,3,3.3,0,0.58,9.87,2.86,21.7,124.7
1803,4,3.9,0,0.32,14.31,4.32,21.1,124.7
1804,5,2.8,0,0.3,14.28,4.12,22.2,124.7
1805,6,2.8,0,0.49,11.85,2.44,21.1,124.4
1806,7,6.7,0,0.45,10.66,3.91,23.3,121.9
1807,8,6.1,0,0.41,13.67,3.18,21.1,121.9
1808,9,7.8,11,0.27,12.41,3.23,14.4,121.9
1809,10,7.2,0,0.45,10.21,2.47,18.9,121.6
1810,11,7.8,8,0.41,11.54,3.13,13.9,119
1811,12,4.4,0,0.27,13.32,3.59,18.9,119
1812,13,6.1,0,0.43,13.45,2.4,19.4,119
1813,14,6.1,5,0.59,12.14,2.26,13.3,118.7
1814,15,5,0,0.68,2.76,3.82,15.6,116.2
1815,16,5.6,0,0.45,14.25,4.43,19.4,116.2
1816,17,6.1,0,0.34,13.99,4.35,17.2,116.2
1817,18,7.2,0,0.41,14.28,4.11,17.8,116.2
1818,19,5.6,0,0.88,14.09,3.67,18.3,116.2
1819,20,5,0,0.85,12.61,4.18,17.8,113.4
1820,21,5.6,2.5,0.82,14.04,4.56,18.9,116.2
1821,22,5,0,0.78,13.65,4.45,18.3,116.2
1822,23,3.3,4,0.78,12.05,3.12,13.3,116.2
1823,24,2.8,0,0.79,0.09,7.33,17.8,116.2
1824,25,3.3,0,0.74,14.17,5.24,17.2,116.2
1825,26,2.8,0,0.75,14.06,3.37,16.7,116.2
1826,27,2.2,0,0.67,14.26,3.62,17.8,116.2
1827,28,2.8,0,0.69,14.34,4.05,17.2,116.2
1828,29,2.8,0,0.6,13,3.84,16.7,116.2
1829,30,4.4,0,0.61,14.48,4.67,20,115.9
1830,31,5.6,23,0.63,14.65,3.94,18.9,113.4
1831,1,4.4,0,0.56,14.05,4.07,17.8,113.4
1832,2,3.3,0,0.56,14.58,4.07,18.3,113.4
1833,3,2.8,0,0.51,12.18,4.12,20,113.4
1834,4,2.2,0,0.53,14.19,3.8,19.4,113.4
1835,5,1.7,0,0.53,12.14,2.96,18.3,113.4
1836,6,2.2,0,0.73,9.3,2.48,16.7,113.1
1837,7,3.3,0,0.82,10.45,3.22,19.4,110.5
1838,8,2.2,0,0.89,0.83,2.93,20,110.5
1839,9,3.3,0,0.83,6.77,3,19.4,110.5
1840,10,3.9,0,0.64,14.81,4.48,21.1,110.2
1841,11,2.8,0,0.59,14.89,3.77,15.6,107.7
1842,12,2.8,0,0.55,15.3,3.55,17.8,107.7
1843,13,3.3,0,0.48,15.37,3.44,16.7,107.7
1844,14,2.8,4,0.53,14.93,2.82,17.2,107.7
1845,15,5.6,8,0.74,3.24,3.29,10,107.7
1846,16,4.4,28,0.43,15.96,4.43,9.4,107.7
1847,17,1.1,14.5,0.47,14.26,3.72,7.2,109.1
1848,18,2.2,0,0.45,16.08,3.89,13.3,111.9
1849,19,2.8,0,0.49,16.43,4.26,15.6,107.7
1850,20,5.6,0,0.4,16.54,4.03,17.8,107.4
1851,21,4.4,0,0.29,16.81,3.71,17.2,104.9
1852,22,5.6,0,0.35,17.18,4.84,16.7,104.9
1853,23,4.4,16,0.29,16.81,4.23,10,104.9
1854,24,4.4,0,0.25,15.75,3.62,15.6,104.9
1855,25,5,0,0.34,14.83,3.8,16.7,104.9
1856,26,3.3,0,0.36,17.38,4.81,20,104.9
1857,27,2.8,0,0.36,17.16,3.58,18.9,104.9
1858,28,3.3,0,0.34,16.92,3.52,20,104.9
1859,29,2.8,0,0.37,17.43,3.76,19.4,104.9
1860,30,3.3,0,0.45,17.22,3.69,21.1,104.9
1861,31,2.8,0,0.43,17.31,3.15,22.2,104.6
1862,1,4.4,0,0.53,16.66,3.17,20,102
1863,2,4.4,0,0.83,2.23,2.7,17.8,102
1864,3,5,0,0.67,12.53,2.86,23.3,102
1865,4,3.3,0,0.56,17.8,3.78,23.9,102
1866,5,6.7,0,0.43,18.4,3.9,25,102
1867,6,6.1,0,0.36,18.48,3.77,22.8,102
1868,7,5,0,0.59,15.76,3.62,23.3,102
1869,8,6.7,0,0.59,17.07,4.69,21.1,102
1870,9,6.7,2,0.37,19.32,4.57,21.7,102
1871,10,5.6,0,0.31,19.21,3.42,15.6,102
1872,11,7.8,0,0.35,18.67,3.77,13.3,102
1873,12,5.6,0,0.31,19.66,3.99,20,102
1874,13,6.1,0,0.39,19.67,3.41,22.2,102
1875,14,5.6,0,0.49,19.44,3.55,22.8,102
1876,15,4.4,15,0.45,19.62,3.71,20,102
1877,16,5.6,1,0.73,6.26,3,17.8,102
1878,17,5,0,0.79,2.17,4.04,22.2,102
1879,18,4.4,0,0.82,14.71,2.75,23.9,102
1880,19,6.7,0,0.75,11.69,3.19,24.4,102
1881,20,6.1,0,0.55,20.78,3.55,22.2,102
1882,21,6.7,0,0.48,20.56,4.82,21.1,102
1883,22,5,2,0.4,21.23,4.73,21.7,102
1884,23,4.4,0,0.46,16.43,4.95,22.2,101.7
1885,24,6.7,14,0.5,16.89,3.7,17.8,99.2
1886,25,6.1,14.5,0.42,21.58,4.13,12.2,99.8
1887,26,6.7,14,0.39,21.6,4.07,15.6,102.3
1888,27,5.6,13.5,0.41,21.67,3.93,10,111.7
1889,28,5.6,0,0.5,20.61,3.26,21.1,110
1890,29,6.7,0,0.47,19.08,3.43,24.4,107.4
1891,1,6.7,0,0.44,21.57,3.58,27.8,104.9
1892,2,8.9,0,0.49,21.21,3.15,21.7,104.9
1893,3,7.8,0,0.45,22.22,4,23.3,104.9
1894,4,7.8,0,0.5,21.44,3.67,25.6,104.9
1895,5,10,0,0.5,17.28,4.04,25.6,104.9
1896,6,10.6,0,0.41,23.23,3.56,26.7,104.9
1897,7,11.1,0.5,0.4,22.26,3.41,27.8,105.1
1898,8,8.3,9.2,0.76,5.75,3.07,18.9,110.5
1899,9,8.9,0,0.73,5.86,3.58,24.4,110.5
1900,10,7.8,0,0.88,1.59,2.6,25.6,110.8
1901,11,10.6,0,0.74,7.06,3.1,30,113.6
1902,12,8.9,0,0.43,22.35,4.53,27.8,116.5
1903,13,10.6,0,0.41,23.64,3.6,24.4,119
1904,14,10,0,0.53,16.68,2.27,23.9,119
1905,15,13.3,0,0.46,23.44,3.51,30,119
1906,16,10.6,20.5,0.6,19.93,2.65,17.8,119.6
1907,17,10,4.5,0.56,24.38,3.69,24.4,127.2
1908,18,7.8,43,0.64,22.5,2.75,12.2,125.3
1909,19,8.3,10,0.6,24.89,4.03,13.9,137.4
1910,20,10,0,0.57,24.41,3.3,20,129.8
1911,21,9.4,5.5,0.67,19.1,4.31,24.4,119.3
1912,22,6.7,30,0.64,15.14,3.9,18.9,123
1913,23,7.8,2.5,0.48,23.99,4.26,17.8,142.3
1914,24,6.1,0,0.43,26.71,4.76,18.9,135.7
1915,25,8.9,0,0.45,26.72,4.62,25,130.1
1916,26,10.6,0,0.38,26.79,3.87,25.6,124.4
1917,27,11.1,0,0.42,26.37,4.26,27.8,122.1
1918,28,10.6,0.5,0.4,26.46,4.42,28.9,125
1919,29,12.2,15.5,0.39,23.48,4.94,20,130.9
1920,30,12.2,0.2,0.54,16.25,4.71,28.9,139.4
1921,31,10,0,0.47,21.32,4.06,25.6,146.8
1922,1,7.8,0,0.35,27.32,4.4,25,138.6
1923,2,7.2,0,0.28,28.07,4.28,26.7,133.2
1924,3,10,0,0.3,27.89,3.92,28.3,132.9
1925,4,11.1,0,0.31,27.48,4.38,30,130.6
1926,5,11.7,0,0.31,25.58,3.77,30.6,136.3
1927,6,13.3,0,0.34,25,5.08,28.3,141.7
1928,7,12.2,10,0.28,27.95,4.36,23.3,142
1929,8,13.3,0.2,0.29,27.77,3.9,26.7,144.2
1930,9,10,0,0.29,27.15,3.32,24.4,141.4
1931,10,11.7,0,0.34,25.39,3.57,29.4,136.3
1932,11,11.1,0,0.38,25.24,4.24,26.7,141.7
1933,12,17.8,0,0.31,27.87,4.3,30,142
1934,13,12.2,0,0.49,25.72,4.12,28.9,144.5
1935,14,13.3,0,0.49,26.5,3.31,31.1,145.4
1936,15,13.3,0,0.51,20.45,3.63,33.9,166.1
1937,16,12.8,0,0.52,22.55,2.37,34.4,195.5
1938,17,16.7,0,0.49,27.18,4.2,33.3,241.4
1939,18,15.6,0,0.36,29.35,5.07,32.2,303.2
1940,19,16.1,0,0.37,29.02,3.35,32.8,332.3
1941,20,15.6,2.5,0.4,29.07,4.26,34.4,367
1942,21,11.1,2.5,0.37,28.98,3.78,24.4,385.4
1943,22,14.4,2,0.36,28.25,4.05,25.6,355.7
1944,23,13.3,3,0.33,27.38,3.37,30,307.5
1945,24,10,7.5,0.26,29.91,4.26,25.6,282
1946,25,11.1,4,0.25,30.07,3.76,28.3,302.5
1947,26,13.3,0,0.3,28.24,3.43,30,310.3
1948,27,16.7,0,0.26,27.67,4,33.3,333
1949,28,15.6,0,0.29,29.18,3.97,31.1,374.1
1950,29,17.2,0,0.23,30.92,4.32,32.2,394.6
1951,30,17.8,0,0.2,31.19,4.45,35,404.5
1952,1,13.9,41,0.23,30.87,4.49,30,454.1
1953,2,16.1,0,0.22,30.57,4.2,33.3,399.6
1954,3,17.2,0,0.32,29.51,4.07,33.9,379
1955,4,17.8,2.5,0.43,16.76,3.79,30.6,364.2
1956,5,15.6,0,0.29,30.02,3.33,30,341.5
1957,6,16.1,0,0.4,29.53,3.29,33.9,294.7
1958,7,15.6,0,0.37,28.15,3.2,35.6,296.1
1959,8,17.2,0,0.5,27.79,3.48,36.7,318.8
1960,9,16.7,0,0.45,30.03,2.94,35,361.3
1961,10,17.8,0,0.51,30.73,3.29,34.4,407.4
1962,11,18.9,0,0.41,31.09,3.37,35,400.3
1963,12,17.8,20,0.39,30.88,3.73,31.1,384.7
1964,13,15.6,0,0.47,24.51,3.31,30,349.3
1965,14,15.6,0,0.48,25.67,2.49,31.1,316.7
1966,15,16.1,0,0.62,16.39,3.43,32.2,323.8
1967,16,14.4,3.5,0.43,30.45,3.63,27.8,336.5
1968,17,13.3,2.5,0.38,30.17,3.78,29.4,329.4
1969,18,13.3,8,0.33,31.53,3.84,30.6,316.7
1970,19,15.6,0,0.27,32.26,4.13,29.4,324.5
1971,20,12.2,1,0.37,32.08,3.28,30,344.3
1972,21,15.6,0,0.38,31.42,3.93,33.3,347.1
1973,22,16.1,0,0.37,30.2,3.89,30,389.7
1974,23,17.2,9,0.36,31.22,3.91,31.1,430
1975,24,17.8,0,0.33,31.93,4.16,29.4,442.8
1976,25,16.1,0,0.41,30.93,3.41,28.9,440
1977,26,18.9,0,0.35,29.44,4.69,32.2,505.8
1978,27,18.3,0,0.27,31.9,3.97,35,595.8
1979,28,18.9,0,0.38,28.67,3.5,36.1,652.3
1980,29,16.7,0,0.38,23.98,3.7,34.4,682.3
1981,30,16.7,2.2,0.28,31.72,4.91,28.9,641.2
1982,31,18.9,0,0.38,31.93,4.99,36.7,519.3
1983,1,18.3,0,0.38,31.47,4.36,36.1,489.6
1984,2,17.8,0,0.39,31.38,4.7,35,545.5
1985,3,17.8,0,0.37,31.74,4.21,36.7,593
1986,4,20,0,0.35,31.54,3.52,35.6,602.9
1987,5,15.6,2.5,0.34,31.65,3.32,37.8,653.2
1988,6,16.7,1.5,0.37,31.45,3.24,32.2,597.9
1989,7,16.1,0,0.45,31.25,2.58,32.8,458.4
1990,8,21.1,0,0.39,31.58,2.92,33.9,471.1
1991,9,21.1,0,0.34,31.64,3.55,33.3,577.4
1992,10,21.7,0,0.38,29.79,2.67,33.9,689.3
1993,11,22.2,0,0.51,26.97,3.01,35.6,791.8
1994,12,23.3,0,0.55,26.37,3.12,36.1,930.6
1995,13,21.7,2.5,0.69,14.91,3.25,33.9,1054.2
1996,14,18.3,1.7,0.68,28.36,2.02,29.4,1268.2
1997,15,21.1,0,0.71,29.21,1.94,32.2,1078
1998,16,20.6,3,0.78,26.86,2.16,32.8,962.4
1999,17,21.1,0,0.8,19.78,3.82,32.2,1003.2
2000,18,20,6,0.7,25.78,3.95,34.4,989.6
2001,19,20,0,0.71,25.45,3.53,33.9,1068.9
2002,20,22.2,0,0.65,27.82,3.39,34.4,1152
2003,21,22.2,0,0.61,29.16,3.39,31.1,1184.6
2004,22,20,7.5,0.66,30.04,2.36,36.7,1333.3
2005,23,21.1,17.5,0.6,29.72,3.27,34.4,1443
2006,24,21.1,24.6,0.6,31.3,2.52,33.9,1509.3
2007,25,22.8,0,0.63,29.8,2.94,31.1,1592.6
2008,26,22.2,0,0.63,29.98,2.4,34.4,1524.6
2009,27,22.2,0,0.73,25.41,2.15,33.3,1489.5
2010,28,22.8,0,0.51,31.26,3.19,33.9,1604.8
2011,29,21.1,2.1,0.51,31.23,3,32.2,1601.1
2012,30,17.8,8,0.52,31.2,3.4,32.8,1533.1
2013,1,18.9,0,0.66,28.98,3.05,26.7,1222.8
2014,2,18.9,0,0.67,24.73,3.31,27.2,874
2015,3,21.1,0,0.62,26.11,3.32,33.9,666
2016,4,22.8,0,0.55,28.16,3.19,34.4,636.2
2017,5,20,11.5,0.62,27.68,3.56,27.8,768.8
2018,6,21.1,0.5,0.63,28.34,2.64,32.2,739.1
2019,7,21.7,0,0.66,24.07,3.06,33.3,665.2
2020,8,18.9,4.5,0.71,17.76,4.14,34.4,632
2021,9,18.9,6.8,0.63,26.45,3.32,36.7,686.5
2022,10,23.3,0,0.71,26.59,2.26,34.4,823.4
2023,11,22.8,1,0.67,27.59,2.91,30,968
2024,12,22.2,1,0.63,24.75,3.11,27.8,1040.6
2025,13,22.8,0,0.67,23.06,4.12,31.1,1085.9
2026,14,21.1,0,0.59,27.62,2.83,33.9,1059.9
2027,15,20,0.5,0.58,29.75,2.58,32.2,957.8
2028,16,21.1,36.7,0.77,21.41,2.2,32.2,833.6
2029,17,22.2,0,0.59,23.1,2.76,34.4,739.9
2030,18,21.1,1,0.69,26.49,3.07,33.3,777
2031,19,23.3,0,0.76,25.21,2.19,35.6,904.6
2032,20,24.4,0,0.78,24.08,3.07,36.7,939.7
2033,21,18.9,0,0.88,24.11,2.04,34.4,968
2034,22,16.7,0,0.88,22.53,1.58,35.6,935.2
2035,23,20,10,0.86,26.14,1.96,34.4,964.6
2036,24,20,6.5,0.88,24.18,2.28,28.9,968
2037,25,20,6.4,0.86,23.41,2.01,32.2,831.6
2038,26,21.1,2,0.8,21.51,1.74,33.9,839.7
2039,27,22.8,0,0.79,13.22,1.86,35.6,853
2040,28,23.3,0,0.79,14.83,1.39,33.3,900
2041,29,22.2,0.5,0.85,6.53,2.27,30,1005.5
2042,30,21.7,1.8,0.8,24.95,1.87,32.2,1022.5
2043,31,22.2,0,0.82,25.73,1.83,31.1,1025.9
2044,1,21.1,0,0.8,19.45,1.85,30.6,980.5
2045,2,21.7,2.5,0.8,25.47,2.03,35,914.8
2046,3,22.8,1.2,0.87,20.67,1.37,33.9,905.7
2047,4,23.3,1.5,0.89,16.53,1.83,33.3,920.4
2048,5,22.2,0,0.96,8.56,1.43,32.8,851
2049,6,22.8,0,0.88,19.03,1.64,31.7,888.7
2050,7,21.7,0,0.89,10.52,1.18,35.6,1013.4
2051,8,22.8,0.7,0.89,17.66,1.81,36.1,996.4
2052,9,23.3,0,0.92,9.73,2.16,35.6,961.2
